id,Location,Chips,Cost,Hunger,Length,Circum,Volume,overall,Reviewer,Beef,Pico,Guac,Cheese,Fries,Sour cream,Pork,Chicken,Shrimp,Fish,Rice,Beans,Lettuce,Tomato,Bell peper,Carrots,Cabbage,Sauce,Salsa49,Cilantro,Onion,Taquito,Pineapple,Ham,Chile relleno,Nopales,Lobster,Queso,Egg,Mushroom,Bacon,Sushi,Avocado,Corn,Zucchini,Neighborhood,Yelp,Google,california,carne_asada,carnitas,california_everything,local,surf_and_turf,al_pastor,adobada,surfin_california,burrito_forstat,None,utc,miramar,north_park,clairemont,linda_vista,la_jolla,encinitas,carlsbad,oceanside,hillcrest,san_marcos,pacific_beach,downtown,university_heights,kearny_mesa,carmel_valley,taco_villa,lucha_libre_north_park,california_burritos,rigoberto_s_taco_shop,taco_stand,los_tacos,lolita_s_taco_shop,vallarta_express,los_primos_mexican_food,el_zarape,valentine_s_mexican_food,valentines_mexican_food,tony_s_fresh_mexican_food,cancun_mexican_&_seafood,lupe_s_taco_shop,length_na,length_25,length_50,circum_na,circum_25,circum_50,volume_na,volume_25,volume_50,yelp_na,yelp_25,yelp_50,google_na,google_25,google_50,neg,pos,compound,good_grade
406,taco villa,0,-0.7210783059984567,0.005724215453194856,18.5,24,0.85,4.5,nuttida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,utc,3.5,3.5,0,0,1,0,0,0,0,0,0,carnitas,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.23685624780129297,2.284519732321908,1.2297978294552394,1
50,mikes taco club,0,1.0190608397882088,-1.2301192234161353,null,null,null,4.3,scott,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ocean beach,4.5,4.9,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
94,rigoberto's taco shop,0,-0.31281489102543164,0.6236459348878599,22,22,0.85,4,ricardo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,miramar,4,4.4,0,1,0,0,0,0,0,0,0,carne asada,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
149,el rey moro,0,1.4206314118928236,-0.8593661917553365,20.5,23.5,0.9,4,scott,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clairemont,4,3.8,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.23685624780129297,1.4406472980335117,1.7710645626006303,1
421,valentine's mexican food,0,0.5572546818679016,-0.6121975039814702,22.5,24.5,1.07,4,ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
264,taco villa,0,-0.05179401915743141,0.005724215453194856,19,21,0.67,4,sage,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,utc,3.5,3.5,0,0,0,0,0,0,0,0,0,Special Burrito,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
229,roberto's taco shop clairemont,0,-0.9218635920507641,-0.6121975039814702,null,null,null,3,ricardo,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clairemont,4,4,0,1,0,0,0,0,0,0,0,carne asada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
110,goody's,0,0.6241831105520039,-0.6121975039814702,null,null,null,2,brittany t,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,la jolla,3.5,4.1,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
190,senor panchos,0,-0.5470643914197902,-0.6121975039814702,21,19.5,0.64,4,emily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,san marcos,4,4.2,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
275,ortiz's taco shop #2,0,-0.4533645912620469,1.5505285140398575,20.5,20.5,0.69,3.5,jeremy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pacific beach,4,4.2,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
343,rigoberto's taco shop,0,-0.14549381931517533,0.6236459348878599,23.5,23,0.99,3.9,scott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,miramar,4,4.4,1,0,0,0,0,0,0,0,0,california,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
57,porkyland,0,1.1261463256827728,-0.6121975039814702,null,null,null,4,andy,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,carmel valley,4,4.4,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
136,chili peppers,0,1.58125964073467,0.005724215453194856,null,null,null,5,chris h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,1,0,0,0,Special Burrito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
144,los tacos,0,0.9588252539725166,0.005724215453194856,18.5,21,0.65,4.2,emily,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oceanside,4,4.2,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
388,la posta de acapulco,0,-0.0451011762890213,1.85948937375719,null,null,null,4.8,chris form,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hillcrest,3.5,4.3,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.23685624780129297,2.623257258761616,2.364605725487059,1
412,taco stand,0,0.6241831105520039,0.6236459348878599,21.5,24,0.99,4.9,jeff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,la jolla,4.5,4.4,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.23685624780129297,0.6086603909886144,2.4485741008191195,1
417,valentine's mexican food,0,0.5572546818679016,-1.8480409428508004,17,22,0.65,4.25,aaron k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
32,raul's mexican food,0,-1.3836697499710717,0.005724215453194856,null,null,null,2,emily,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,encinitas,4,4.2,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
43,cancun mexican & seafood,0,-0.7210783059984567,-0.6121975039814702,null,null,null,3.9,emily,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,encinitas,4.5,4.1,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.23685624780129297,2.9917086033100704,2.454748246064124,1
420,valentine's mexican food,0,0.5572546818679016,-0.6121975039814702,20,22,0.77,3.5,scott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
84,taco stand,0,0.2828481242630812,0.6236459348878599,17,25.5,0.88,3.7,luis,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
378,taco villa,0,-0.05179401915743141,0.005724215453194856,null,null,null,4.3,nuttida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,utc,3.5,3.5,0,1,0,0,0,0,0,0,0,carne asada,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
212,lucha libre north park,0,0.2895409671314913,0.6236459348878599,18,24.5,0.86,3,erik,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,north park,3.5,4.3,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
31,rigoberto's taco shop,0,0.3899336101576453,0.005724215453194856,null,null,null,3.4,scott,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,miramar,4,4.4,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
376,el rey moro,0,1.2533103401825674,0.005724215453194856,21.5,22,0.83,3.8,emily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clairemont,4,3.8,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
119,netos mexican food,0,-1.0490276065505593,-0.6121975039814702,20.75,23.5,0.91,3,emily,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,san marcos,4.5,4.1,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.23685624780129297,4.518998854099633,3.319540190047748,0
395,mikes taco club,0,1.286774554524619,0.6236459348878599,24,22,0.92,3.8,sage,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ocean beach,4.5,4.9,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
326,california burritos,0,-0.3797433197095339,0.6236459348878599,23,21.5,0.85,4,ricardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,1,0,0,0,0,0,california everything,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
386,lolita's taco shop,0,0.12221989542123501,0.6236459348878599,null,null,null,3.5,ben s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
39,taco stand,0,0.550561838999491,-3.0838843817201305,null,null,null,4.2,scott,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,1,0,0,0,0,0,0,0,carne asada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
98,rigoberto's taco shop,0,-0.31281489102543164,1.85948937375719,23,24,1.05,4.5,matteo,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,miramar,4,4.4,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
187,carmen's mexican food,0,-0.3797433197095339,0.005724215453194856,20.5,20.5,0.69,3.6,scott,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clairemont,4,4.2,0,0,0,0,0,0,0,1,0,adobada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.23685624780129297,3.2353619118017907,1.7710645626006303,0
201,lucha libre north park,0,0.7915041822622603,0.6236459348878599,null,null,null,3,marc,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,north park,3.5,4.3,0,0,0,0,0,0,0,0,1,surfin california,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2.7675140345677613,0.3412360280098974,-1.9918711593880867,0
232,taco stand,0,0.2828481242630812,0.7472302787747925,null,null,null,4.7,luis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,la jolla,4.5,4.4,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
402,lucha libre carlsbad,0,0.9588252539725166,-0.36502881620760397,19.5,21.5,0.72,3.1,scott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,carlsbad,3.5,3.8,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
203,lucha libre north park,0,0.7915041822622603,-1.8480409428508004,20,24.5,0.96,3.5,richard,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,north park,3.5,4.3,0,0,0,0,0,0,0,0,1,surfin california,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.7079035130921847,1.9576677331256982,1.0528056657651115,0
116,roberto's very mexican food,0,-0.3797433197095339,-1.8480409428508004,18.5,21.5,0.68,1.5,scott,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,del mar,3.5,3.9,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
145,taco stand,0,-0.05179401915743141,0.005724215453194856,18.5,21,0.65,3.9,scott,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,la jolla,4.5,4.4,0,0,0,0,0,0,1,0,0,al pastor,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
25,lola's 7 up market & deli,0,-0.7143854631300466,0.005724215453194856,null,null,null,3.8,emily,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,carlsbad,4.5,4.9,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4.114711819915789,-0.41943771557400883,-3.0591750674078573,1
157,lolita's taco shop,0,-0.0451011762890213,-0.6121975039814702,19,24,0.87,3,matt,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
124,pokirrito,0,3.2678560435740533,-0.6121975039814702,20,22.75,0.82,4,emily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,kearny mesa,4,4.3,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
181,burros and fries,0,-0.1187224478415343,0.6236459348878599,21.5,22.5,0.87,3.5,scott,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clairemont,3.5,4.1,1,0,0,0,0,0,0,0,0,california,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.23685624780129297,4.001978419007446,1.555792698391475,0
363,taco villa,0,-0.05179401915743141,-0.6121975039814702,null,null,null,2,richard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,utc,3.5,3.5,0,1,0,0,0,0,0,0,0,carne asada,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
95,rigoberto's taco shop,0,-0.31281489102543164,1.241567654322525,23,22,0.89,3,erin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,miramar,4,4.4,0,1,0,0,0,0,0,0,0,carne asada,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
227,roberto's taco shop clairemont,0,-0.8549351633666619,0.6236459348878599,null,null,null,3,benni,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clairemont,4,4,1,0,0,0,0,0,0,0,0,california,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
268,taco stand encinitas,0,0.2828481242630812,0.6236459348878599,17.5,23.5,0.77,4.2,scott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,encinitas,4,4.4,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,-0.23685624780129297,1.0305966081328122,1.555792698391475,1
369,vallarta express,0,0.8584326109463626,1.241567654322525,21,23,0.88,4.1,scott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
413,kotija jr,0,0.6241831105520039,0.6236459348878599,null,null,null,4.1,scott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,del mar,4,4.2,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
71,vallarta express,0,-0.3797433197095339,-1.2301192234161353,null,null,null,3.5,erin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clairemont,3.5,4,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
